,tweet_text,sentiment,query_used,nome
189,cada vez que alguem fala/escreve bolsonaro 2018 uma fada morre,Negativo,bolsonaro :(,bolsonaro
190,"e sim, infelizmente mt gente q conheco vai votar em bolsonaro, to com medo pq ele tem mt visibilidade  pelo menos mainha nao vai",Negativo,bolsonaro :(,bolsonaro
191,acho que falo igualzinho ao bolsonaro quando to fingindo que entendo de determinado assunto,Negativo,bolsonaro :(,bolsonaro
192,"atencao futuros eleitores do bolsonaro, video obrigatorio antes de votar nele, hein?",Positivo,bolsonaro :),bolsonaro
193,dificil ver os eleitores do bolsonaro com filtro de foto do perfil no facebook em apoio a ciencia e educacao quando tal candidato votou favoravel a pec 241 que houve de congelar os gastoa da saude e educacao por 20 anos. pesquisem como seu politico se pronunciou.,Positivo,bolsonaro :),bolsonaro
194,com pseudojornalistas comentando sobre  foi tao imbecil quanto os inuteis que o entrevistaram...  esta cada vez pior... so falta agora colocarem a leilane neubarth no time dos fracassados...,Positivo,bolsonaro :),bolsonaro
195,aqui esta,Positivo,bolsonaro :),bolsonaro
196,gays com bolsonaro ja e a tendencia da estacao!,Positivo,bolsonaro :),bolsonaro
197,"concordo plenamente, ninguem obrigado a gostar de ninguem, o importante e respeitar. que bom que voce nao concorda com a frase que claramente e homofobica e que praticar homofobia nao e respeitar o proximo.  mas ai chegamos no ponto, entao bolsonaro nao repeita o proximo!!!",Positivo,bolsonaro :),bolsonaro
198,"mas vamos continuar como esta! e eu estou bem acordada, obrigada, mas quem precisa acordar e a senhora/voce! o bolsonaro pode fazer um teatro nos primeiros meses? pode, mas depois vai ser o de sempre, o brasil afunda enquanto ele sobe.e so isso que tenho a dizer. boa noite",Positivo,bolsonaro :),bolsonaro
199,enquanto voces assistem bolsonaro na globonews eu vejo chaves no multishow. recomendo .,Positivo,bolsonaro :),bolsonaro
201,"a gente ja sabe que voce esteve visitando esse monte de pais, bolsonaro. a gente que pagou",Positivo,bolsonaro :),bolsonaro
202,"definitivamente bolsonaro e fa de merval, concordou com ele duas vezes.",Positivo,bolsonaro :),bolsonaro
203,"bem, voce e a possivel candidata a ser vice do bolsonaro, e devido a isso, nao seria uma boa ideia elogiar algum adversario, por mais que ele esteja certo. eu nao sou a favor de voce ser vice dele, mas boa sorte.",Positivo,bolsonaro :),bolsonaro
204,bolsonaro *opressor* e o nome de uma pagina de *apoio* ao candidato? e tem bocal que vota nele? bocal (c) 2018 hamilton mourao,Positivo,bolsonaro :),bolsonaro
205,"amanha veremos como bolsonaro ira se sair. espero que a bancada se comporte exatamente igual a essas ultimas tres entrevistas. enfim, aos que gostam de acompanhar politica e estao ate agora aqui, uma boa noite",Positivo,bolsonaro :),bolsonaro
206,"nesse exato momento, das 10 tags nos trending topics brasil, 3 tags sao sobre jair bolsonaro e com  ja estamos em 7o lugar nos trending topics entre os assuntos mais comentados no mundo.",Positivo,bolsonaro :),bolsonaro
207,"concordo que o metodo paulo freire esta mais para ""merdodo"" de ensino. agora... que educacao de qualidade levaria a 90% dos votos no bolsonaro, ja ouso discordar  o primeiro passo, importantissimo, e certo acabar com esse paradigma bizarro da (des)educacao brasileira.",Positivo,bolsonaro :),bolsonaro
208,poxa ciro,Negativo,ciro :(,ciro
209,"ciro esta apenas em 12,5%",Negativo,ciro :(,ciro
210,infelizmente acho q as eleicoes esta entre marina e alckmin pq o brasileiro e imbecil o suficiente de aceitar isso,Positivo,alckmin :),alckmin
211,nao caia em mentiras,Positivo,ciro :),ciro
212,"bom dia,galera",Positivo,ciro :),ciro
213,acabou o flamengo ja posso ver o ciro,Positivo,ciro :),ciro
214,"eu tinha ate ficado feliz com a possivel vice do bolsonaro, mas acho que nem vai ser mais ela",Negativo,bolsonaro :(,bolsonaro
215,obrigada!,Positivo,ciro :),ciro
216,e mais provavel que uma uniao de ciro e,Positivo,ciro :),ciro
217,"e assombroso que um sujeito que nao consegue articular nada alem do senso comum, o que inclui proferir preconceitos travestidos de ""opiniao"", espelhe tantos. bolsonaro e nosso mais agudo sintoma cultural.",Negativo,bolsonaro :(,bolsonaro
218,ouvindo o roda viva com o bolsonaro e e muita sequencia de vergonha alheia. respostas aleatorias. as perguntas tambem foram muito mal exploradas. jornalistas e entrevistado perderam uma boa oportunidade de tentar mostrar algum valor.,Negativo,bolsonaro :(,bolsonaro
219,"vamos eleger o bolsonaro  -- olha, se depender de mim, nao vamos nao",Negativo,bolsonaro :(,bolsonaro
220,"isso ate o bolsonaro sabe decor, ele tinha respostas prontas que usou de tanto perguntarem as mesmas coisas pra ele. e o que me importava mesmo vendo o programa nao se destacou  mas de uma coisa eu tenho certeza, ele nao ta preparado pra ser presidente...",Negativo,bolsonaro :(,bolsonaro
221,jovens nao votem no bolsonaro pfv,Negativo,bolsonaro :(,bolsonaro
222,"queria matar o bolsonaro, mas nao tem essa opcao",Negativo,bolsonaro :(,bolsonaro
223,"""ou bolsonaro caira como trump deveria ter caido, ou vencera sendo muito mais nocivo a democracia brasileira do que trump vem sendo para a democracia americana."" eu infelizmente acredito na segunda",Negativo,bolsonaro :(,bolsonaro
224,"camisa do brasil e uma boa ideia  eu li sem muita intencao e tinha entendido ""camisa do bolsonaro""",Positivo,bolsonaro :),bolsonaro
225,"vi que voce nao e muito fam do bolsonaro,isso seria um impedimento de uma pessoa que gosta dele ter sua amizade ou algo mais? -- nao ligo pra isso nao, desde que me respeite",Positivo,bolsonaro :),bolsonaro
226,um capitao de mentira e um general de papel. essas eleicoes vao ser o maximo.,Positivo,bolsonaro :),bolsonaro
227,"vou so poder argumentar e eu sei, tu tem razao em tudo isso, mas, com o bolsonaro as coisas vao ser pior, pode ter certeza.",Positivo,bolsonaro :),bolsonaro
228,"podem falar o que for, que o cara e louco (tambem acho), mas quanto mais tentam derruba-lo, mais apoio tem, isso e visivel aos nossos olhos. cliquem no link pra ver a materia, sentem e deem boas risadas",Positivo,bolsonaro :),bolsonaro
229,"adriana santana e eleitora do bolsonaro, nunca me senti tao feliz em dar um unfollow",Positivo,bolsonaro :),bolsonaro
230,"eu, danilo, nao acho que o bolsonaro passa nem pro segundo turno!",Positivo,bolsonaro :),bolsonaro
232,"marcelo tas, valeu!!! gracas a voce e ao cqc o pais pode conhecer o bolsonaro.",Positivo,bolsonaro :),bolsonaro
233,foi   eles cortam todas as vezes que o bolsonaro fala alguma coisa a seu favor. a miriam leitao passa logo pra outro jornalista,Positivo,bolsonaro :),bolsonaro
234,"so voto em candidato que deixa jornalista nervoso. tem que deixar jornalista soltando fogo pelas ventas, ai sera meu candidato. bem como o bolsonaro faz",Positivo,bolsonaro :),bolsonaro
235,"jair messias bolsonaro lidera em quantidade de curtidas entre meus amigos.  amoedo segue em segundo. cirao nao enche uma van, e os outros nem se fala kkkkk.",Positivo,bolsonaro :),bolsonaro
236,"o dia do filha da puta ja tem inclusive, e na data do aniversario do bolsonaro l!",Positivo,bolsonaro :),bolsonaro
237,"gente cuidado na hora que voces forem falar mal do bolsonaro, pq os bolsonaro utted podem atacar voces",Positivo,bolsonaro :),bolsonaro
238,se voce realmente soubesse identificar uma pessoa que nao sabe do que esta falando o bolsonaro nao seria o seu candidato,Positivo,bolsonaro :),bolsonaro
239,"eu ate ja sei essa do guedes... mas... bolsonaro, como pretende aumentar a arrecadacao sem aumentar impostos?",Positivo,bolsonaro :),bolsonaro
240,"tava olhando aqui a bio do ciro, no twitter, e em momento algum aparece ""velho professor de direito""! ta precisando atualizar!",Positivo,ciro :),ciro
241,ta passando uma entrevista com o ciro gomes na globonews,Positivo,ciro :),ciro
242,nao acredito que tu e bolsonaro?,Negativo,bolsonaro :(,bolsonaro
243,"no ciro so votaria se fosse contra o candidato homofobico la. acho que a marina tem mais planos q se adequem a realidade e gosto mais do seu discurso, porem democracia e isso e respeito sua escolha",Positivo,ciro :),ciro
244,ja vi tanta entrevista e tanta sabatina do ciro que ja sei na ponta da lingua tudo que ele fala.,Positivo,ciro :),ciro
245,"todo cuidado qd a gnt fala do voldermort kkk  e eu nao queria polarizar... da pra votar em qualquer um de todos espectros e tretar no segundo turno... mas a ""missao"" e escancarar que bolsonaro e um nada... sintoma do vazio politico que a gente vive",Negativo,bolsonaro :(,bolsonaro
246,"ainda bem que nao perdi meu tempo vendo o debate ontem com o bolsonaro... eu ia ficar irritadissima com os jornalistas que tinham tudo pra fazer ele parecer um asno mas ficaram usando do senso popular pra tentar ""tirar ele do serio"". isso so aumentou o ibope daquele lixo",Negativo,bolsonaro :(,bolsonaro
247,"posso ser sincera? eu tenho do do bolsonaro  culpa dele ser um veio, eu tenho do de veio",Negativo,bolsonaro :(,bolsonaro
248,"rindo de nos ??? qua qua qua! bolsonaro gardenal confunde jornal suico ( pais riquissimo por sinal) com o nao menos nobre le monde! e esta maluca ai so falta dizer o que o maluf disse foram os petistas suicos) , lembram?",Negativo,bolsonaro :(,bolsonaro
249,"eu tenho vergonha do bolsonaro no  porque parece meu pai falando sobre qualquer coisa comeca a falar de batata e acaba falando de leque, sem dialetica esem raciocinio logico  (",Negativo,bolsonaro :(,bolsonaro
250,"isso e o que estou falando do estado ser maior que o cidadao. vies ideologico. no caso do bolsonaro, so vejo problema para os esquerdopatas.",Positivo,bolsonaro :),bolsonaro
251,"mas para isso arregacemos as mangas para o bolsonaro/mourao ganharem essa eleicao que sera pancada. nos, pobres contra todo estamento burocratico, soros e foro de sp. e batalha pra mais de metro.",Positivo,bolsonaro :),bolsonaro
252,nem todo mundo que e contra o bolsonaro e do pt ou comunista. as vezes a pessoa e so sensata,Positivo,bolsonaro :),bolsonaro
253,pede pra eles assistirem o roda viva com o bolsonaro!! ele falou tanta merda q talvez eles mudem de ideia,Positivo,bolsonaro :),bolsonaro
254,"oi sabrina, tudo bem? te acompanho no tese onze tem um bom tempo e agora sou eu quem me jogo por aqui pra falar de politica progressista, historia e filosofia... se puder dar uma frase... acabei de lancar um video de analise do discurso de bolsonaro",Positivo,bolsonaro :),bolsonaro
255,quer ganhar 10k de rt? fale coisas obvias e depois fala q odeia o bolsonaro o problema e q 90% das pessoas desses rts estao no auge de seus 13 anos com fotos de diva pop ou kpop,Positivo,bolsonaro :),bolsonaro
256,correto! bolsonaro nao e o candidato dos sonhos mas alckmim e muio pior...,Positivo,bolsonaro :),bolsonaro
257,kkkkkkk essa vai ser a sua cara tambem quando ver que o brasil vai continuar a mesma merda sendo o bolsonaro eleito ou nao,Positivo,bolsonaro :),bolsonaro
259,assistir o bolsonaro defecando pela boca,Positivo,bolsonaro :),bolsonaro
260,"o povo ainda acha q quem nao concorda com bozonaro, apoia o lula. pqp viu. n gosto de nenhum dos dois e sigo vivendo",Positivo,bolsonaro :),bolsonaro
261,opa... so assim pra termos perguntas pertinentes ao  ja q os esquerdopatas so perguntam porcarias!,Positivo,bolsonaro :),bolsonaro
262,bolsonaro e envolvido com bandido e nem bom gestor e,Positivo,bolsonaro :),bolsonaro
263,corte da capes e so mais um reflexo da direita no poder mas vamos votar no bolsonaro que ele vai resolver tudo rs,Positivo,bolsonaro :),bolsonaro
264,"se o bolsonaro causar a revolucao, eu voto nele",Positivo,bolsonaro :),bolsonaro
265,mas o meme e o bolsonaro.,Positivo,bolsonaro :),bolsonaro
266,a fake news faz tudo pra ter bolsonaro ate muda a data,Positivo,bolsonaro :),bolsonaro
267,pois e sabe o bolsonaro ? sera seu proximo presidente vitz,Positivo,bolsonaro :),bolsonaro
268,"ja acordo ouvindo sobre bolsonaro..... e no fim a seguinte frase ""mas toda mulher e assim, fazer o que, nao pode trabalhar, nasceu pra ficar em casa ue"" ai pai rsrsrsrsrssssssss so n falo nada pq moro na sua casa",Positivo,bolsonaro :),bolsonaro
269,"da-lhe muro!!!  quem falava da acao ""trump"" (direita) deve estar mordendo a lingua agora... e olha que a esquerda e situacao no brasil !  bolsonaro ainda nem entrou...",Positivo,bolsonaro :),bolsonaro
270,"alias, voce nao  voce seguidor bolsonaro fan.",Positivo,bolsonaro :),bolsonaro
271,o que ninguem viu sobre o edital da entrevista com o jair bolsonaro!!!,Positivo,bolsonaro :),bolsonaro
272,"bolsonaro e o seu proprio inimigo, cada vez fica mais claro isso. pra nossa alegria",Positivo,bolsonaro :),bolsonaro
273,"bolsonaro fez a globo admitir que apoiou o periodo de 64, foi na cara do inimigo e deu um tapa na cara.",Positivo,bolsonaro :),bolsonaro
274,"ok,alguns dados nao confirmam isso mas se tu diz que viu todas entrevistas e acha que ele e mais burro que o bolsonaro bom eu nao tenho nem o que falar fica com deus",Positivo,bolsonaro :),bolsonaro
275,vergonha e ser petista mas nao vamos entrar no caso,Positivo,bolsonaro :),bolsonaro
276,"esse ano eu vou ser uma das primeiras pessoas a ir votar, so pra votar no bolsonaro e seus aliados",Positivo,bolsonaro :),bolsonaro
277,e desgastante ter q ficar todo o dia discutindo no grupo da familia com a metade da minha familia que ta pendida pro lado do bolsonaro kkkk mas nao vou desistir  sos,Positivo,bolsonaro :),bolsonaro
278,"gente, o pessoal ta precisando raciocinar um pouco! vamos usar nossos cerebros, galera  e parar com argumentos invalidos do tipo - bolsonaro nao entende de economia, e uma candidato despreparado... - ah, mas a dilma nao entendia tbm! eu nao to falando da dilma!",Positivo,bolsonaro :),bolsonaro
279,ela nunca chegou a ser investigada. bolsonaro e reu em segunda instancia ja,Positivo,bolsonaro :),bolsonaro
280,tres messes conversando com um cara e agora descubro que o desgracado vai votar em bolsonaro,Positivo,bolsonaro :),bolsonaro
281,""" nenhuma mulher resiste ao bolsonaro, nem ao vivo """,Positivo,bolsonaro :),bolsonaro
282,ja saiu do bolso do bolsonaro? posso te dar um curso de tiro de graca se quiser,Positivo,bolsonaro :),bolsonaro
283,"use a estrategia de althusser. <<olhe para o bolsonaro, olhe para o nariz, olhe intensamente para ele, segure-o de cabeca para baixo, de lado, bem alto, mas nao tire os olhos dele. entao, e somente entao, a grande reversao ocorrera.>> e pronto. seja feliz.",Positivo,bolsonaro :),bolsonaro
284,urgente bolsonaro com 100% de rejeicao! entre os presidiarios,Positivo,bolsonaro :),bolsonaro
285,"ja, eu vi o bolsonaro",Positivo,bolsonaro :),bolsonaro
286,"...claro, nao sou medico, portanto, e so uma impressao, por isso que penso que deveria ser algo estudado, testado, avaliado...quem sabe nao seria uma alternativa em alguns casos? e esquecam bolsonaro, to falando em castracao quimica.",Positivo,bolsonaro :),bolsonaro
287,as vezes eu gosto de brincar reafirmando que a ignorancia e uma bencao mas e justamente ela que leva alguem a votar no bolsonaro,Positivo,bolsonaro :),bolsonaro
288,"jornalista do roda viva&gt&gt&gt ""entao... o policial pode matar (o vagabundo, traficante...)?"" ... jair bolsonaro&gt&gt&gt ""nao...imagina. vc deixa ele atirar em voce e depois da uma florzinha!"" kkkkkkkkkkkkkk",Positivo,bolsonaro :),bolsonaro
289,bolsonaro = catolico. papa = chefe da igreja catolica nao acho que seja necessaria tanta logica assim para assimilar isso...,Positivo,bolsonaro :),bolsonaro
290,muito boa analise.  bolsonaro ganhara no primeiro turno afirma jornalista miguel daoud do ca...  via,Positivo,bolsonaro :),bolsonaro
291,"segundo a fonte wikipedia, bolsonaro foi o primeiro homem a pisar na lua.",Positivo,bolsonaro :),bolsonaro
292,"ne? bom, a piaui ja criou um mashup. menos mal  -",Positivo,bolsonaro :),bolsonaro
293,"gente eu vou ser mesaria nas eleicoes, ja me preparando pra falar pra cada ser humano que passar perto de mim ""oi bom dia/tarde/noite nao vote no bolsonaro, obg """,Positivo,bolsonaro :),bolsonaro
294,"ai fica a questao sera que os eleitores do bolsonaro assistiram a entrevista concedida ao roda viva ontem ou gostam de ver somente os videos dele ""mitando""?",Positivo,bolsonaro :),bolsonaro
